cluster,locations,violations,avg_severity,junction_ratio,violations_norm,severity_norm,junction_norm,congestion_score,risk_level,v_norm,s_norm,j_norm,recommendation
29,8,61,3.0271739130434785,0.0,0.00032410303064763743,0.004372311028717379,0.0,0.12875395755679275,Low,0.00032410303064763743,0.004372311028717379,0.0,Routine surveillance
121,14,61,4.076530612244897,0.0,0.00032410303064763743,0.1732149014070632,0.0,4.349818717015438,Low,0.00032410303064763743,0.1732149014070632,0.0,Routine surveillance
66,12,59,3.033333333333333,0.0,0.00031273099448456246,0.005363368195226592,0.0,0.15284806454973857,Low,0.00031273099448456246,0.005363368195226592,0.0,Routine surveillance
141,5,56,3.5768292682926828,0.0,0.00029567294023994994,0.0928124325491042,0.0,2.3380511901420022,Low,0.00029567294023994994,0.0928124325491042,0.0,Routine surveillance
193,8,56,3.4625,0.0,0.00029567294023994994,0.07441673370876911,0.0,1.8781587191336249,Low,0.00029567294023994994,0.07441673370876911,0.0,Routine surveillance
57,7,55,6.974221267454349,0.0,0.00028998692215841245,0.6394563583997345,0.0,16.003808175322867,Low,0.00028998692215841245,0.6394563583997345,0.0,Routine surveillance
183,8,54,3.8,0.0,0.00028430090407687497,0.12872083668543843,0.0,3.2350789713805734,Low,0.00028430090407687497,0.12872083668543843,0.0,Routine surveillance
150,5,54,4.012422360248448,0.8987012987012987,0.00028430090407687497,0.1628998166127833,0.8987012987012987,17.570072950083674,Low,0.00028430090407687497,0.1628998166127833,0.8987012987012987,Routine surveillance
75,5,51,3.0454545454545454,0.0,0.00026724284983226245,0.007313683902581747,0.0,0.19887666855447939,Low,0.00026724284983226245,0.007313683902581747,0.0,Routine surveillance
164,14,50,4.238970588235294,0.0,0.00026155683175072496,0.19935166343287125,0.0,4.999484995726824,Low,0.00026155683175072496,0.19935166343287125,0.0,Routine surveillance
126,6,50,3.005747126436782,0.0,0.00026155683175072496,0.0009247186543495101,0.0,0.03881137626378125,Low,0.00026155683175072496,0.0009247186543495101,0.0,Routine surveillance
173,6,50,3.03125,0.0,0.00026155683175072496,0.0050281576830249475,0.0,0.1413973519806672,Low,0.00026155683175072496,0.0050281576830249475,0.0,Routine surveillance
179,5,50,3.2043478260869565,0.0,0.00026155683175072496,0.032879778935954396,0.0,0.8376878833039034,Low,0.00026155683175072496,0.032879778935954396,0.0,Routine surveillance
95,8,50,4.28125,1.0,0.00026155683175072496,0.20615446500402257,1.0,20.169555035005608,Low,0.00026155683175072496,0.20615446500402257,1.0,Routine surveillance
84,12,49,3.717592592592593,1.0,0.0002558708136691875,0.11546139864723948,1.0,17.90188721500114,Low,0.0002558708136691875,0.11546139864723948,1.0,Routine surveillance
109,10,49,3.9799999999999995,0.0,0.0002558708136691875,0.15768302493966202,0.0,3.9574278723117016,Low,0.0002558708136691875,0.15768302493966202,0.0,Routine surveillance
119,8,49,4.182142857142857,0.0,0.0002558708136691875,0.19020802206642917,0.0,4.77055280048088,Low,0.0002558708136691875,0.19020802206642917,0.0,Routine surveillance
209,8,48,3.1291666666666664,0.0,0.00025018479558764993,0.02078305175650308,0.0,0.534587381647836,Low,0.00025018479558764993,0.02078305175650308,0.0,Routine surveillance
99,5,48,3.1659340659340662,0.0,0.00025018479558764993,0.026698964752062126,0.0,0.6824852065368122,Low,0.00025018479558764993,0.026698964752062126,0.0,Routine surveillance
137,10,48,9.215,0.595,0.00025018479558764993,1.0,0.595,33.94001108773526,Medium,0.00025018479558764993,1.0,0.595,Periodic monitoring
152,9,45,4.533068783068783,0.0,0.00023312674134303747,0.24667237056617597,0.0,6.180796868634982,Low,0.00023312674134303747,0.24667237056617597,0.0,Routine surveillance
162,9,43,4.311728395061729,0.0,0.00022175470517996244,0.21105847064549133,0.0,5.289767048448081,Low,0.00022175470517996244,0.21105847064549133,0.0,Routine surveillance
24,13,43,3.0,0.0,0.00022175470517996244,0.0,0.0,0.013305282310797747,Low,0.00022175470517996244,0.0,0.0,Routine surveillance
98,14,42,3.0595238095238098,0.0,0.00021606868709842496,0.00957744320576187,0.0,0.2524002013699523,Low,0.00021606868709842496,0.00957744320576187,0.0,Routine surveillance
51,9,42,3.0,0.0,0.00021606868709842496,0.0,0.0,0.012964121225905498,Low,0.00021606868709842496,0.0,0.0,Routine surveillance
96,10,42,6.428717948717948,0.0,0.00021606868709842496,0.5516843038966933,0.0,13.805071718643239,Low,0.00021606868709842496,0.5516843038966933,0.0,Routine surveillance
200,5,41,3.0,0.0,0.00021038266901688747,0.0,0.0,0.012622960141013247,Low,0.00021038266901688747,0.0,0.0,Routine surveillance
124,10,40,3.514285714285714,0.0,0.00020469665093534998,0.08274910929778179,0.0,2.0810095315006656,Low,0.00020469665093534998,0.08274910929778179,0.0,Routine surveillance
28,13,40,3.0,0.0,0.00020469665093534998,0.0,0.0,0.012281799056121,Low,0.00020469665093534998,0.0,0.0,Routine surveillance
202,6,39,3.0833333333333335,0.0,0.00019901063285381247,0.013408420488066564,0.0,0.34715115017289283,Low,0.00019901063285381247,0.013408420488066564,0.0,Routine surveillance
207,5,38,6.344285714285714,0.0,0.00019332461477227498,0.5380990690725204,0.0,13.464076203699346,Low,0.00019332461477227498,0.5380990690725204,0.0,Routine surveillance
144,6,37,4.695614035087719,0.0,0.00018763859669073746,0.27282607161507955,0.0,6.831910106178434,Low,0.00018763859669073746,0.27282607161507955,0.0,Routine surveillance
18,5,37,3.4609523809523806,0.0,0.00018763859669073746,0.07416772018541928,0.0,1.8654513204369263,Low,0.00018763859669073746,0.07416772018541928,0.0,Routine surveillance
184,7,35,4.670068027210884,0.0,0.00017626656052766246,0.26871569223023073,0.0,6.728468299387427,Low,0.00017626656052766246,0.26871569223023073,0.0,Routine surveillance
97,7,35,4.976190476190476,0.0,0.00017626656052766246,0.31797111443129145,0.0,7.959853854413945,Low,0.00017626656052766246,0.31797111443129145,0.0,Routine surveillance
10,5,35,5.708888888888889,0.0,0.00017626656052766246,0.4358630553320819,0.0,10.907152376933707,Low,0.00017626656052766246,0.4358630553320819,0.0,Routine surveillance
140,6,35,6.169444444444444,0.0,0.00017626656052766246,0.5099669258961295,0.0,12.759749141034895,Low,0.00017626656052766246,0.5099669258961295,0.0,Routine surveillance
199,5,34,4.236086956521739,0.0,0.00017058054244612497,0.19888768407429436,0.0,4.982426934404127,Low,0.00017058054244612497,0.19888768407429436,0.0,Routine surveillance
55,5,34,7.220000000000001,0.0,0.00017058054244612497,0.6790024135156879,0.0,16.985295170438967,Low,0.00017058054244612497,0.6790024135156879,0.0,Routine surveillance
32,7,32,3.0,0.0,0.00015920850628304997,0.0,0.0,0.009552510376982999,Low,0.00015920850628304997,0.0,0.0,Routine surveillance
212,5,32,3.0,0.0,0.00015920850628304997,0.0,0.0,0.009552510376982999,Low,0.00015920850628304997,0.0,0.0,Routine surveillance
134,5,31,3.0,0.0,0.00015352248820151249,0.0,0.0,0.00921134929209075,Low,0.00015352248820151249,0.0,0.0,Routine surveillance
